ANDR_HUMAN.H10MO.A
ANDR_HUMAN.PEAKS039275.macs.M
ANDR_HUMAN.PEAKS039275.gem.M
ANDR_HUMAN.PEAKS039272.sissrs.M
ANDR_HUMAN.PEAKS039272.pics.M
ANDR_HUMAN.PEAKS039266.sissrs.M
ANDR_HUMAN.PEAKS039266.sissrs.S
ANDR_HUMAN.PEAKS039266.pics.M
ANDR_HUMAN.PEAKS039266.macs.M
ANDR_HUMAN.PEAKS039266.gem.M
ANDR_HUMAN.PEAKS039266.gem.S
ANDR_HUMAN.PEAKS039265.pics.M
ANDR_HUMAN.PEAKS039264.macs.M
ANDR_HUMAN.PEAKS039264.macs.S
ANDR_HUMAN.PEAKS039264.gem.M
ANDR_HUMAN.PEAKS039263.sissrs.M
ANDR_HUMAN.PEAKS039263.macs.M
ANDR_HUMAN.PEAKS039263.gem.M
ANDR_HUMAN.PEAKS039211.sissrs.M
ANDR_HUMAN.PEAKS039211.pics.M
ANDR_HUMAN.PEAKS039210.sissrs.M
ANDR_HUMAN.PEAKS039210.pics.M
ANDR_HUMAN.PEAKS039179.pics.M
ANDR_HUMAN.PEAKS039179.macs.M
ANDR_HUMAN.PEAKS039179.gem.M
ANDR_HUMAN.PEAKS039178.pics.M
ANDR_HUMAN.PEAKS039178.macs.M
ANDR_HUMAN.PEAKS039178.gem.M
ANDR_HUMAN.PEAKS039154.sissrs.M
ANDR_HUMAN.PEAKS039154.pics.M
ANDR_HUMAN.PEAKS039153.sissrs.M
ANDR_HUMAN.PEAKS039153.pics.M
ANDR_HUMAN.PEAKS039153.macs.M
ANDR_HUMAN.PEAKS039153.gem.M
ANDR_HUMAN.PEAKS039152.sissrs.M
ANDR_HUMAN.PEAKS039152.pics.M
ANDR_HUMAN.PEAKS039150.sissrs.M
ANDR_HUMAN.PEAKS039150.pics.M
ANDR_HUMAN.PEAKS038971.macs.M
ANDR_HUMAN.PEAKS038971.macs.S
ANDR_HUMAN.PEAKS038971.gem.M
ANDR_HUMAN.PEAKS038970.macs.M
ANDR_HUMAN.PEAKS038970.macs.S
ANDR_HUMAN.PEAKS038970.gem.M
ANDR_HUMAN.PEAKS038970.gem.S
ANDR_HUMAN.PEAKS038969.macs.M
ANDR_HUMAN.PEAKS038969.gem.M
ANDR_HUMAN.PEAKS038968.macs.M
ANDR_HUMAN.PEAKS038968.gem.M
ANDR_HUMAN.PEAKS038968.gem.S
ANDR_HUMAN.PEAKS038967.macs.M
ANDR_HUMAN.PEAKS038967.gem.M
ANDR_HUMAN.PEAKS038966.macs.M
ANDR_HUMAN.PEAKS038966.gem.M
ANDR_HUMAN.PEAKS038966.gem.S
ANDR_HUMAN.PEAKS038965.macs.M
ANDR_HUMAN.PEAKS038965.macs.S
ANDR_HUMAN.PEAKS038965.gem.M
ANDR_HUMAN.PEAKS038965.gem.S
ANDR_HUMAN.PEAKS038910.sissrs.S
ANDR_HUMAN.PEAKS038910.pics.S
ANDR_HUMAN.PEAKS038909.sissrs.S
ANDR_HUMAN.PEAKS038552.macs.M
ANDR_HUMAN.PEAKS038552.gem.M
ANDR_HUMAN.PEAKS038552.gem.S
ANDR_HUMAN.PEAKS038551.macs.M
ANDR_HUMAN.PEAKS038551.gem.M
ANDR_HUMAN.PEAKS038467.pics.M
ANDR_HUMAN.PEAKS038467.macs.M
ANDR_HUMAN.PEAKS038467.gem.M
ANDR_HUMAN.PEAKS038226.sissrs.M
ANDR_HUMAN.PEAKS038226.pics.M
ANDR_HUMAN.PEAKS038225.sissrs.M
ANDR_HUMAN.PEAKS038225.pics.M
ANDR_HUMAN.PEAKS038001.sissrs.M
ANDR_HUMAN.PEAKS038001.macs.M
ANDR_HUMAN.PEAKS038001.macs.S
ANDR_HUMAN.PEAKS038001.gem.M
ANDR_HUMAN.PEAKS038001.gem.S
ANDR_HUMAN.PEAKS037998.sissrs.S
ANDR_HUMAN.PEAKS037997.sissrs.M
ANDR_HUMAN.PEAKS037997.sissrs.S
ANDR_HUMAN.PEAKS037997.pics.M
ANDR_HUMAN.PEAKS037997.macs.M
ANDR_HUMAN.PEAKS037997.macs.S
ANDR_HUMAN.PEAKS037997.gem.M
ANDR_HUMAN.PEAKS037996.sissrs.M
ANDR_HUMAN.PEAKS037996.macs.M
ANDR_HUMAN.PEAKS037996.gem.M
ANDR_HUMAN.PEAKS037996.gem.S
ANDR_HUMAN.PEAKS037995.sissrs.M
ANDR_HUMAN.PEAKS037995.sissrs.S
ANDR_HUMAN.PEAKS037995.macs.M
ANDR_HUMAN.PEAKS037995.gem.M
ANDR_HUMAN.PEAKS037995.gem.S
ANDR_HUMAN.PEAKS037842.sissrs.S
ANDR_HUMAN.PEAKS037841.sissrs.M
ANDR_HUMAN.PEAKS037841.macs.M
ANDR_HUMAN.PEAKS037841.gem.M
ANDR_HUMAN.PEAKS037748.sissrs.M
ANDR_HUMAN.PEAKS037748.macs.M
ANDR_HUMAN.PEAKS037550.sissrs.M
ANDR_HUMAN.PEAKS037550.macs.M
ANDR_HUMAN.PEAKS037550.gem.M
ANDR_HUMAN.PEAKS037549.macs.M
ANDR_HUMAN.PEAKS037549.macs.S
ANDR_HUMAN.PEAKS037549.gem.M
ANDR_HUMAN.PEAKS037544.macs.M
ANDR_HUMAN.PEAKS037544.gem.M
ANDR_HUMAN.PEAKS037543.macs.M
ANDR_HUMAN.PEAKS037543.gem.M
ANDR_HUMAN.PEAKS037543.gem.S
ANDR_HUMAN.PEAKS037542.pics.M
ANDR_HUMAN.PEAKS037542.macs.M
ANDR_HUMAN.PEAKS037542.macs.S
ANDR_HUMAN.PEAKS037542.gem.M
ANDR_HUMAN.PEAKS037542.gem.S
ANDR_HUMAN.PEAKS037541.gem.S
ANDR_HUMAN.PEAKS037529.pics.M
ANDR_HUMAN.PEAKS037529.gem.M
ANDR_HUMAN.PEAKS037526.pics.M
ANDR_HUMAN.PEAKS037467.sissrs.M
ANDR_HUMAN.PEAKS037467.macs.M
ANDR_HUMAN.PEAKS037467.gem.M
ANDR_HUMAN.PEAKS037437.sissrs.M
ANDR_HUMAN.PEAKS037437.pics.S
ANDR_HUMAN.PEAKS037435.sissrs.M
ANDR_HUMAN.PEAKS037435.sissrs.S
ANDR_HUMAN.PEAKS037435.pics.M
ANDR_HUMAN.PEAKS037435.macs.M
ANDR_HUMAN.PEAKS037435.macs.S
ANDR_HUMAN.PEAKS037435.gem.M
ANDR_HUMAN.PEAKS037434.sissrs.S
ANDR_HUMAN.PEAKS037433.sissrs.M
ANDR_HUMAN.PEAKS037433.pics.M
ANDR_HUMAN.PEAKS037433.macs.M
ANDR_HUMAN.PEAKS037433.gem.M
ANDR_HUMAN.PEAKS037432.sissrs.M
ANDR_HUMAN.PEAKS037432.pics.M
ANDR_HUMAN.PEAKS037432.pics.S
ANDR_HUMAN.PEAKS037432.macs.M
ANDR_HUMAN.PEAKS037432.macs.S
ANDR_HUMAN.PEAKS037431.sissrs.M
ANDR_HUMAN.PEAKS037431.sissrs.S
ANDR_HUMAN.PEAKS037431.macs.M
ANDR_HUMAN.PEAKS037431.gem.M
ANDR_HUMAN.PEAKS037211.macs.M
ANDR_HUMAN.PEAKS037211.macs.S
ANDR_HUMAN.PEAKS037211.gem.M
ANDR_HUMAN.PEAKS037211.gem.S
ANDR_HUMAN.PEAKS037206.sissrs.M
ANDR_HUMAN.PEAKS037206.gem.M
ANDR_HUMAN.PEAKS037206.gem.S
ANDR_HUMAN.PEAKS037200.pics.M
ANDR_HUMAN.PEAKS037200.macs.M
ANDR_HUMAN.PEAKS037198.pics.M
ANDR_HUMAN.PEAKS037198.macs.M
ANDR_HUMAN.PEAKS037198.macs.S
ANDR_HUMAN.PEAKS037092.macs.M
ANDR_HUMAN.PEAKS037092.gem.M
ANDR_HUMAN.PEAKS037092.gem.S
ANDR_HUMAN.PEAKS037091.macs.M
ANDR_HUMAN.PEAKS037091.macs.S
ANDR_HUMAN.PEAKS037091.gem.M
ANDR_HUMAN.PEAKS037091.gem.S
ANDR_HUMAN.PEAKS037090.macs.M
ANDR_HUMAN.PEAKS037090.macs.S
ANDR_HUMAN.PEAKS037090.gem.M
ANDR_HUMAN.PEAKS037089.macs.M
ANDR_HUMAN.PEAKS037089.gem.M
ANDR_HUMAN.PEAKS037088.pics.M
ANDR_HUMAN.PEAKS037088.macs.M
ANDR_HUMAN.PEAKS037088.gem.M
ANDR_HUMAN.PEAKS037087.sissrs.M
ANDR_HUMAN.PEAKS037087.pics.M
ANDR_HUMAN.PEAKS037087.pics.S
ANDR_HUMAN.PEAKS037087.macs.M
ANDR_HUMAN.PEAKS037087.gem.M
ANDR_HUMAN.PEAKS037086.pics.M
ANDR_HUMAN.PEAKS037086.macs.M
ANDR_HUMAN.PEAKS037086.gem.M
ANDR_HUMAN.PEAKS037085.macs.M
ANDR_HUMAN.PEAKS037085.gem.M
ANDR_HUMAN.PEAKS037084.pics.M
ANDR_HUMAN.PEAKS037084.macs.M
ANDR_HUMAN.PEAKS037084.macs.S
ANDR_HUMAN.PEAKS037084.gem.M
ANDR_HUMAN.PEAKS037083.macs.M
ANDR_HUMAN.PEAKS037083.gem.M
ANDR_HUMAN.PEAKS037083.gem.S
ANDR_HUMAN.PEAKS037082.macs.M
ANDR_HUMAN.PEAKS037082.gem.M
ANDR_HUMAN.PEAKS037082.gem.S
ANDR_HUMAN.PEAKS037081.sissrs.M
ANDR_HUMAN.PEAKS037081.pics.M
ANDR_HUMAN.PEAKS037081.macs.M
ANDR_HUMAN.PEAKS037081.macs.S
ANDR_HUMAN.PEAKS037081.gem.M
ANDR_HUMAN.PEAKS037079.macs.M
ANDR_HUMAN.PEAKS037079.macs.S
ANDR_HUMAN.PEAKS037079.gem.M
ANDR_HUMAN.PEAKS037078.pics.M
ANDR_HUMAN.PEAKS037078.macs.M
ANDR_HUMAN.PEAKS037078.gem.M
ANDR_HUMAN.PEAKS037077.macs.M
ANDR_HUMAN.PEAKS037077.macs.S
ANDR_HUMAN.PEAKS037077.gem.M
ANDR_HUMAN.PEAKS037077.gem.S
ANDR_HUMAN.PEAKS037076.pics.M
ANDR_HUMAN.PEAKS037076.pics.S
ANDR_HUMAN.PEAKS037076.macs.M
ANDR_HUMAN.PEAKS037076.gem.M
ANDR_HUMAN.PEAKS037075.sissrs.M
ANDR_HUMAN.PEAKS037075.pics.M
ANDR_HUMAN.PEAKS037075.macs.M
ANDR_HUMAN.PEAKS037075.macs.S
ANDR_HUMAN.PEAKS037075.gem.M
ANDR_HUMAN.PEAKS037075.gem.S
ANDR_HUMAN.PEAKS037074.pics.M
ANDR_HUMAN.PEAKS037074.macs.M
ANDR_HUMAN.PEAKS037074.gem.M
ANDR_HUMAN.PEAKS037073.sissrs.M
ANDR_HUMAN.PEAKS037073.pics.M
ANDR_HUMAN.PEAKS037073.macs.M
ANDR_HUMAN.PEAKS037073.macs.S
ANDR_HUMAN.PEAKS037073.gem.M
ANDR_HUMAN.PEAKS037073.gem.S
ANDR_HUMAN.PEAKS037029.sissrs.M
ANDR_HUMAN.PEAKS037029.pics.M
ANDR_HUMAN.PEAKS035130.sissrs.S
ANDR_HUMAN.PEAKS035130.macs.S
ANDR_HUMAN.PEAKS035121.sissrs.M
ANDR_HUMAN.PEAKS035120.macs.M
ANDR_HUMAN.PEAKS035119.sissrs.S
ANDR_HUMAN.PEAKS035084.sissrs.M
ANDR_HUMAN.PEAKS035084.macs.M
ANDR_HUMAN.PEAKS035082.sissrs.M
ANDR_HUMAN.PEAKS035082.macs.M
ANDR_HUMAN.PEAKS035080.sissrs.M
ANDR_HUMAN.PEAKS035074.sissrs.M
ANDR_HUMAN.PEAKS035074.gem.M
ANDR_HUMAN.PEAKS035073.sissrs.M
ANDR_HUMAN.PEAKS035073.macs.S
ANDR_HUMAN.PEAKS035073.gem.M
ANDR_HUMAN.PEAKS035072.sissrs.M
ANDR_HUMAN.PEAKS035072.macs.M
ANDR_HUMAN.PEAKS035072.macs.S
ANDR_HUMAN.PEAKS035072.gem.M
ANDR_HUMAN.PEAKS035023.sissrs.M
ANDR_HUMAN.PEAKS035023.pics.M
ANDR_HUMAN.PEAKS035023.macs.M
ANDR_HUMAN.PEAKS035023.gem.M
ANDR_HUMAN.PEAKS035023.gem.S
ANDR_HUMAN.PEAKS035022.sissrs.M
ANDR_HUMAN.PEAKS035022.pics.M
ANDR_HUMAN.PEAKS035022.macs.M
ANDR_HUMAN.PEAKS035022.gem.M
ANDR_HUMAN.PEAKS035021.sissrs.M
ANDR_HUMAN.PEAKS035021.sissrs.S
ANDR_HUMAN.PEAKS035021.pics.M
ANDR_HUMAN.PEAKS035021.macs.M
ANDR_HUMAN.PEAKS035021.gem.M
ANDR_HUMAN.PEAKS035020.pics.M
ANDR_HUMAN.PEAKS034941.sissrs.M
ANDR_HUMAN.PEAKS034941.macs.M
ANDR_HUMAN.PEAKS034941.gem.M
ANDR_HUMAN.PEAKS034903.gem.M
ANDR_HUMAN.PEAKS034708.sissrs.M
ANDR_HUMAN.PEAKS034708.pics.M
ANDR_HUMAN.PEAKS034708.macs.M
ANDR_HUMAN.PEAKS034708.gem.M
ANDR_HUMAN.PEAKS034706.sissrs.M
ANDR_HUMAN.PEAKS034706.pics.M
ANDR_HUMAN.PEAKS034706.macs.M
ANDR_HUMAN.PEAKS034706.gem.M
ANDR_HUMAN.PEAKS034705.pics.S
ANDR_HUMAN.PEAKS034704.sissrs.M
ANDR_HUMAN.PEAKS034704.pics.M
ANDR_HUMAN.PEAKS034704.macs.M
ANDR_HUMAN.PEAKS034703.sissrs.M
ANDR_HUMAN.PEAKS034703.pics.M
ANDR_HUMAN.PEAKS034702.sissrs.M
ANDR_HUMAN.PEAKS034702.sissrs.S
ANDR_HUMAN.PEAKS034701.sissrs.M
ANDR_HUMAN.PEAKS034701.pics.M
ANDR_HUMAN.PEAKS034691.pics.M
ANDR_HUMAN.PEAKS034691.pics.S
ANDR_HUMAN.PEAKS034691.macs.M
ANDR_HUMAN.PEAKS034691.gem.M
ANDR_HUMAN.PEAKS034691.gem.S
ANDR_HUMAN.PEAKS034690.pics.M
ANDR_HUMAN.PEAKS034690.pics.S
ANDR_HUMAN.PEAKS034690.macs.M
ANDR_HUMAN.PEAKS034690.gem.M
ANDR_HUMAN.PEAKS034690.gem.S
ANDR_HUMAN.PEAKS034685.pics.M
ANDR_HUMAN.PEAKS034685.pics.S
ANDR_HUMAN.PEAKS034684.sissrs.M
ANDR_HUMAN.PEAKS034684.pics.M
ANDR_HUMAN.PEAKS034684.pics.S
ANDR_HUMAN.PEAKS034684.macs.M
ANDR_HUMAN.PEAKS034684.gem.M
ANDR_HUMAN.PEAKS034684.gem.S
ANDR_HUMAN.PEAKS034589.macs.M
ANDR_HUMAN.PEAKS034589.macs.S
ANDR_HUMAN.PEAKS034589.gem.M
ANDR_HUMAN.PEAKS034588.sissrs.M
ANDR_HUMAN.PEAKS034588.sissrs.S
ANDR_HUMAN.PEAKS034588.macs.M
ANDR_HUMAN.PEAKS034588.macs.S
ANDR_HUMAN.PEAKS034588.gem.M
ANDR_HUMAN.PEAKS034588.gem.S
ANDR_HUMAN.PEAKS034584.sissrs.M
ANDR_HUMAN.PEAKS034584.gem.M
ANDR_HUMAN.PEAKS034584.gem.S
ANDR_HUMAN.PEAKS034540.sissrs.S
ANDR_HUMAN.PEAKS034540.gem.M
ANDR_HUMAN.PEAKS034538.sissrs.M
ANDR_HUMAN.PEAKS034538.sissrs.S
ANDR_HUMAN.PEAKS034538.pics.M
ANDR_HUMAN.PEAKS034534.sissrs.M
ANDR_HUMAN.PEAKS034534.macs.M
ANDR_HUMAN.PEAKS034534.gem.M
ANDR_HUMAN.PEAKS034532.sissrs.M
ANDR_HUMAN.PEAKS034532.macs.S
ANDR_HUMAN.PEAKS034532.gem.M
ANDR_HUMAN.PEAKS034531.sissrs.M
ANDR_HUMAN.PEAKS034531.macs.M
ANDR_HUMAN.PEAKS034531.gem.M
ANDR_HUMAN.PEAKS034504.sissrs.M
ANDR_HUMAN.PEAKS034504.pics.M
ANDR_HUMAN.PEAKS034503.sissrs.M
ANDR_HUMAN.PEAKS034503.macs.M
ANDR_HUMAN.PEAKS034503.gem.M
ANDR_HUMAN.PEAKS034502.sissrs.M
ANDR_HUMAN.PEAKS034502.macs.M
ANDR_HUMAN.PEAKS034502.gem.M
ANDR_HUMAN.PEAKS034501.sissrs.M
ANDR_HUMAN.PEAKS034501.macs.M
ANDR_HUMAN.PEAKS034501.macs.S
ANDR_HUMAN.PEAKS034501.gem.M
ANDR_HUMAN.PEAKS034501.gem.S
ANDR_HUMAN.PEAKS034498.sissrs.M
ANDR_HUMAN.PEAKS034498.pics.M
ANDR_HUMAN.PEAKS034498.macs.M
ANDR_HUMAN.PEAKS034498.gem.M
ANDR_HUMAN.PEAKS034497.sissrs.M
ANDR_HUMAN.PEAKS034497.pics.M
ANDR_HUMAN.PEAKS034497.macs.M
ANDR_HUMAN.PEAKS034497.gem.M
ANDR_HUMAN.PEAKS033413.sissrs.M
ANDR_HUMAN.PEAKS033413.macs.M
ANDR_HUMAN.PEAKS033413.macs.S
ANDR_HUMAN.PEAKS033413.gem.M
ANDR_HUMAN.PEAKS033389.pics.M
ANDR_HUMAN.PEAKS033389.pics.S
ANDR_HUMAN.PEAKS033389.macs.M
ANDR_HUMAN.PEAKS033389.gem.M
ANDR_HUMAN.PEAKS033389.gem.S
ANDR_HUMAN.PEAKS033385.pics.M
ANDR_HUMAN.PEAKS033385.gem.M
ANDR_HUMAN.PEAKS033359.sissrs.M
ANDR_HUMAN.PEAKS033359.pics.M
ANDR_HUMAN.PEAKS033320.sissrs.M
ANDR_HUMAN.PEAKS033320.pics.M
ANDR_HUMAN.PEAKS033320.macs.M
ANDR_HUMAN.PEAKS033320.gem.M
ANDR_HUMAN.PEAKS033253.sissrs.M
ANDR_HUMAN.PEAKS033253.pics.M
ANDR_HUMAN.PEAKS033253.macs.M
ANDR_HUMAN.PEAKS033253.macs.S
ANDR_HUMAN.PEAKS033252.sissrs.M
ANDR_HUMAN.PEAKS033252.macs.M
ANDR_HUMAN.PEAKS033252.gem.M
ANDR_HUMAN.PEAKS033248.sissrs.M
ANDR_HUMAN.PEAKS033248.pics.M
ANDR_HUMAN.PEAKS033248.macs.M
ANDR_HUMAN.PEAKS033248.macs.S
ANDR_HUMAN.PEAKS033248.gem.M
ANDR_HUMAN.PEAKS033164.pics.M
ANDR_HUMAN.PEAKS033164.macs.M
ANDR_HUMAN.PEAKS033164.macs.S
ANDR_HUMAN.PEAKS033164.gem.M
ANDR_HUMAN.PEAKS033113.sissrs.M
ANDR_HUMAN.PEAKS033113.pics.M
ANDR_HUMAN.PEAKS033113.macs.M
ANDR_HUMAN.PEAKS033113.macs.S
ANDR_HUMAN.PEAKS033113.gem.M
ANDR_HUMAN.PEAKS033113.gem.S
ANDR_HUMAN.PEAKS033111.sissrs.S
ANDR_HUMAN.PEAKS033110.sissrs.M
ANDR_HUMAN.PEAKS033110.pics.M
ANDR_HUMAN.PEAKS033110.macs.M
ANDR_HUMAN.PEAKS033110.gem.M
ANDR_HUMAN.PEAKS033109.pics.S
ANDR_HUMAN.PEAKS033109.gem.M
ANDR_HUMAN~AD~ANDR_HUMAN.WilsonEtAl
ANDR_MOUSE.PEAKS037560.pics.S
ANDR_MOUSE.PEAKS037560.macs.S
ANDR_MOUSE.PEAKS037560.gem.S
ANDR_MOUSE.PEAKS037558.sissrs.S
ANDR_MOUSE.PEAKS037558.pics.S
ANDR_MOUSE.PEAKS037558.macs.S
ANDR_MOUSE.PEAKS036545.sissrs.S
ANDR_MOUSE.PEAKS036545.pics.S
ANDR_MOUSE.PEAKS036545.macs.S
ANDR_MOUSE.PEAKS036543.sissrs.S
ANDR_MOUSE.PEAKS036543.pics.S
ANDR_MOUSE.PEAKS036289.sissrs.S
ANDR_MOUSE.PEAKS036289.macs.S
ANDR_MOUSE.PEAKS036287.sissrs.S
ANDR_MOUSE.PEAKS036287.pics.S
ANDR_MOUSE.PEAKS036287.macs.S
ANDR_MOUSE.PEAKS036285.sissrs.S
ANDR_MOUSE.PEAKS036285.macs.S
ANDR_MOUSE.PEAKS036285.gem.S
ANDR_MOUSE.PEAKS035592.sissrs.S
ANDR_MOUSE.PEAKS035592.gem.S
ANDR_MOUSE.PEAKS035590.sissrs.S
ANDR_MOUSE.PEAKS035590.gem.S
ANDR_MOUSE.PEAKS035588.macs.S
ANDR_MOUSE.PEAKS035586.macs.S
ANDR_HUMAN.PEAKS039284.gem.S
ANDR_HUMAN.PEAKS039275.sissrs.S
ANDR_HUMAN.PEAKS039275.pics.S
ANDR_HUMAN.PEAKS039275.macs.S
ANDR_HUMAN.PEAKS039275.gem.S
ANDR_HUMAN.PEAKS039272.sissrs.S
ANDR_HUMAN.PEAKS039272.pics.S
ANDR_HUMAN.PEAKS039266.pics.S
ANDR_HUMAN.PEAKS039266.macs.S
ANDR_HUMAN.PEAKS039264.gem.S
ANDR_HUMAN.PEAKS039263.sissrs.S
ANDR_HUMAN.PEAKS039263.macs.S
ANDR_HUMAN.PEAKS039263.gem.S
ANDR_HUMAN.PEAKS039211.sissrs.S
ANDR_HUMAN.PEAKS039211.pics.S
ANDR_HUMAN.PEAKS039210.sissrs.S
ANDR_HUMAN.PEAKS039210.pics.S
ANDR_HUMAN.PEAKS039180.gem.S
ANDR_HUMAN.PEAKS039179.pics.S
ANDR_HUMAN.PEAKS039179.macs.S
ANDR_HUMAN.PEAKS039179.gem.S
ANDR_HUMAN.PEAKS039178.pics.S
ANDR_HUMAN.PEAKS039178.macs.S
ANDR_HUMAN.PEAKS039178.gem.S
ANDR_HUMAN.PEAKS039154.sissrs.S
ANDR_HUMAN.PEAKS039154.pics.S
ANDR_HUMAN.PEAKS039153.sissrs.S
ANDR_HUMAN.PEAKS039153.pics.S
ANDR_HUMAN.PEAKS039153.macs.S
ANDR_HUMAN.PEAKS039153.gem.S
ANDR_HUMAN.PEAKS039152.sissrs.S
ANDR_HUMAN.PEAKS039152.pics.S
ANDR_HUMAN.PEAKS039150.sissrs.S
ANDR_HUMAN.PEAKS039150.pics.S
ANDR_HUMAN.PEAKS038971.gem.S
ANDR_HUMAN.PEAKS038969.macs.S
ANDR_HUMAN.PEAKS038969.gem.S
ANDR_HUMAN.PEAKS038968.macs.S
ANDR_HUMAN.PEAKS038967.macs.S
ANDR_HUMAN.PEAKS038967.gem.S
ANDR_HUMAN.PEAKS038966.macs.S
ANDR_HUMAN.PEAKS038551.macs.S
ANDR_HUMAN.PEAKS038551.gem.S
ANDR_HUMAN.PEAKS038467.pics.S
ANDR_HUMAN.PEAKS038467.macs.S
ANDR_HUMAN.PEAKS038467.gem.S
ANDR_HUMAN.PEAKS038226.sissrs.S
ANDR_HUMAN.PEAKS038226.pics.S
ANDR_HUMAN.PEAKS038225.sissrs.S
ANDR_HUMAN.PEAKS038225.pics.S
ANDR_HUMAN.PEAKS038001.sissrs.S
ANDR_HUMAN.PEAKS037997.pics.S
ANDR_HUMAN.PEAKS037997.gem.S
ANDR_HUMAN.PEAKS037996.sissrs.S
ANDR_HUMAN.PEAKS037841.sissrs.S
ANDR_HUMAN.PEAKS037841.macs.S
ANDR_HUMAN.PEAKS037841.gem.S
ANDR_HUMAN.PEAKS037748.sissrs.S
ANDR_HUMAN.PEAKS037748.pics.S
ANDR_HUMAN.PEAKS037748.macs.S
ANDR_HUMAN.PEAKS037550.sissrs.S
ANDR_HUMAN.PEAKS037550.macs.S
